Ledger,Account,PartNo,Contact,Project,Unit Code,D/C,Currency
L71,19892,A17,C33,B23,PCS,C,C03
L80,14442,A14,C31,B29,PCS,C,C04
L83,14953,A12,C30,B23,PCS,D,C08
L90,16077,A16,C33,B22,PCS,C,C01
L90,14031,A14,C32,B26,PCS,D,C02
L89,13691,A19,C34,B25,PCS,C,C05
L92,16045,A16,C34,B24,PCS,C,C02
L19,13585,A14,C40,B24,PCS,D,C07
L37,12079,A19,C31,B22,PCS,D,C01
L40,11748,A18,C32,B24,PCS,D,C09
L41,16488,A13,C38,B30,PCS,D,C06
L49,17300,A17,C38,B23,PCS,D,C01
L53,12453,A13,C30,B27,PCS,C,C01
L57,11226,A13,C39,B23,PCS,C,C02
L71,17969,A20,C39,B26,PCS,D,C07
L48,14185,A18,C31,B25,PCS,D,C09
L49,17077,A16,C36,B27,PCS,D,C03
L55,19031,A19,C37,B28,PCS,C,C10
L60,19581,A20,C35,B21,PCS,D,C01
L81,16765,A15,C35,B30,PCS,D,C08
L97,19552,A13,C39,B22,PCS,C,C10
L13,18313,A20,C39,B30,PCS,D,C06
L26,16641,A10,C32,B28,PCS,D,C05
L46,14633,A12,C35,B24,PCS,D,C06
L73,19890,A14,C39,B25,PCS,C,C02
L79,11399,A11,C39,B28,PCS,C,C04
L85,19582,A18,C30,B27,PCS,C,C03
L86,18599,A10,C36,B26,PCS,D,C05
L94,17897,A19,C34,B28,PCS,C,C10
L99,19412,A15,C40,B23,PCS,D,C06
L10,14967,A13,C38,B26,PCS,D,C01
L25,13576,A20,C31,B27,PCS,C,C03
L36,16782,A15,C40,B21,PCS,C,C06
L38,16157,A20,C30,B27,PCS,D,C01
L54,19924,A16,C33,B27,PCS,D,C06
L63,19596,A19,C37,B24,PCS,D,C10
L73,10984,A15,C36,B25,PCS,D,C10
L80,15768,A10,C37,B27,PCS,C,C10
L89,13796,A13,C40,B23,PCS,C,C02
L91,16809,A11,C30,B26,PCS,C,C10
L94,10838,A12,C38,B20,PCS,D,C09
L96,16519,A20,C34,B30,PCS,C,C05
L24,13539,A19,C33,B22,PCS,D,C02
L37,13461,A15,C37,B28,PCS,D,C10
L61,14608,A14,C40,B26,PCS,D,C08
L63,16528,A12,C34,B26,PCS,D,C10
L63,17483,A11,C40,B27,PCS,C,C07
L64,15591,A10,C33,B20,PCS,C,C09
L65,16085,A20,C37,B21,PCS,D,C04
L26,10742,A14,C37,B30,PCS,C,C02
L37,17333,A20,C32,B26,PCS,D,C03
L38,15267,A19,C35,B30,PCS,C,C05
L48,10043,A19,C31,B22,PCS,C,C08
L53,11371,A16,C35,B23,PCS,D,C09
L64,16399,A13,C37,B21,PCS,D,C10
L68,17078,A17,C38,B25,PCS,D,C04
L77,17866,A16,C33,B24,PCS,C,C03
L80,18919,A19,C35,B20,PCS,D,C01
L99,17238,A13,C37,B22,PCS,D,C04
L29,13083,A13,C37,B20,PCS,C,C09
L33,10956,A18,C35,B22,PCS,D,C10
L74,17849,A16,C33,B30,PCS,C,C04
L74,18284,A12,C31,B21,PCS,C,C04
L79,18348,A11,C33,B21,PCS,C,C04
L15,14484,A18,C38,B21,PCS,C,C07
L17,17873,A16,C34,B26,PCS,D,C05
L50,19439,A18,C38,B21,PCS,C,C06
L63,10245,A17,C37,B30,PCS,C,C07
L92,14970,A15,C35,B30,PCS,D,C01
L14,12061,A18,C33,B24,PCS,D,C03
L14,16895,A18,C33,B30,PCS,D,C07
L22,12375,A12,C31,B21,PCS,C,C02
L24,19462,A11,C36,B25,PCS,C,C01
L30,18568,A13,C33,B25,PCS,C,C07
L36,11854,A18,C40,B25,PCS,D,C03
L45,16395,A19,C32,B29,PCS,C,C02
L49,18046,A11,C32,B22,PCS,C,C05
L67,16156,A17,C36,B25,PCS,D,C02
L83,18876,A11,C32,B30,PCS,D,C09
L88,11552,A15,C40,B24,PCS,C,C09
L90,19729,A17,C38,B25,PCS,D,C06
L98,12911,A13,C33,B25,PCS,C,C10
L11,16915,A13,C38,B25,PCS,D,C04
L16,10484,A13,C30,B29,PCS,C,C10
L19,12231,A13,C40,B27,PCS,D,C10
L28,11495,A15,C32,B23,PCS,C,C10
L35,13357,A12,C32,B22,PCS,D,C05
L52,15112,A18,C31,B29,PCS,C,C08
L54,17118,A14,C39,B20,PCS,C,C10
L55,13655,A10,C39,B22,PCS,D,C01
L73,19365,A15,C39,B29,PCS,C,C06
L88,14891,A13,C39,B27,PCS,D,C09
L29,14617,A16,C31,B30,PCS,C,C02
L30,14659,A16,C36,B29,PCS,D,C08
L56,17624,A18,C39,B28,PCS,C,C05
L65,12506,A12,C31,B24,PCS,C,C10
L76,18930,A12,C30,B25,PCS,D,C04
L78,11462,A18,C37,B30,PCS,C,C06
L82,17451,A13,C31,B22,PCS,D,C04
L16,13828,A12,C38,B24,PCS,C,C08
L21,14111,A15,C30,B22,PCS,C,C04
L29,18116,A12,C34,B22,PCS,D,C03
L41,15577,A16,C32,B20,PCS,D,C02
L49,18065,A17,C33,B25,PCS,D,C06
L59,18365,A20,C35,B21,PCS,C,C05
L87,12225,A17,C37,B27,PCS,D,C10
L17,10716,A11,C32,B22,PCS,D,C06
L33,10271,A18,C31,B22,PCS,C,C05
L34,10994,A11,C30,B26,PCS,D,C05
L53,19667,A11,C35,B27,PCS,D,C10
L77,16414,A10,C32,B20,PCS,C,C08
L17,14607,A20,C34,B28,PCS,C,C08
L18,17294,A15,C31,B26,PCS,C,C10
L20,16297,A16,C37,B29,PCS,D,C06
L40,13245,A19,C30,B25,PCS,D,C10
L56,14926,A20,C35,B30,PCS,C,C07
L57,14054,A10,C36,B23,PCS,C,C06
L61,17980,A14,C30,B24,PCS,D,C07
L82,16783,A17,C34,B30,PCS,D,C07
L99,18912,A16,C32,B20,PCS,C,C10
L16,17900,A12,C36,B22,PCS,D,C02
L19,11206,A14,C36,B29,PCS,D,C01
L22,10346,A12,C38,B26,PCS,D,C08
L22,11699,A12,C30,B30,PCS,C,C06
L23,19925,A14,C30,B24,PCS,C,C01
L27,11191,A13,C32,B20,PCS,D,C01
L43,16824,A20,C33,B24,PCS,D,C05
L55,17137,A17,C36,B20,PCS,D,C10
L62,18783,A14,C37,B20,PCS,D,C09
L62,14210,A19,C34,B24,PCS,C,C09
L73,17425,A20,C31,B22,PCS,D,C03
L80,15640,A18,C31,B26,PCS,D,C04
L82,19413,A12,C37,B25,PCS,C,C03
L88,13368,A15,C33,B30,PCS,C,C04
L95,12403,A19,C36,B27,PCS,D,C05
L20,12722,A11,C30,B25,PCS,D,C07
L35,13126,A15,C39,B20,PCS,D,C04
L35,15723,A14,C34,B25,PCS,D,C10
L57,17374,A15,C35,B28,PCS,D,C05
L90,17389,A19,C35,B27,PCS,C,C09
L90,13141,A19,C39,B30,PCS,C,C05
L93,19412,A20,C37,B25,PCS,C,C04
L10,15129,A14,C34,B29,PCS,C,C01
L31,11494,A14,C35,B29,PCS,D,C02
L41,15858,A17,C30,B28,PCS,D,C09
L45,16871,A14,C32,B27,PCS,C,C06
L55,18295,A14,C37,B26,PCS,C,C05
L63,10753,A19,C40,B20,PCS,C,C09
L64,13183,A14,C30,B25,PCS,D,C07
L92,14889,A11,C30,B29,PCS,C,C06
L99,18368,A15,C34,B27,PCS,D,C03
L17,14872,A14,C34,B30,PCS,C,C01
L21,11377,A10,C39,B28,PCS,D,C08
L30,11678,A15,C32,B22,PCS,C,C01
L38,19330,A20,C33,B20,PCS,C,C07
L55,13868,A11,C37,B20,PCS,C,C02
L62,13614,A18,C30,B28,PCS,C,C04
L65,10994,A16,C36,B21,PCS,C,C10
L65,19671,A12,C36,B27,PCS,C,C04
L83,14973,A13,C32,B27,PCS,C,C06
L20,15542,A16,C31,B30,PCS,D,C02
L28,15955,A20,C33,B26,PCS,D,C01
L40,15278,A11,C35,B24,PCS,C,C03
L58,19581,A12,C31,B20,PCS,C,C06
L60,15213,A18,C33,B25,PCS,C,C03
L61,16778,A17,C34,B25,PCS,D,C03
L67,10735,A16,C40,B26,PCS,D,C03
L73,17842,A14,C30,B20,PCS,D,C04
L79,18355,A16,C30,B20,PCS,C,C06
L79,19932,A20,C38,B28,PCS,D,C09
L93,16719,A16,C33,B24,PCS,D,C04
L99,15539,A15,C39,B26,PCS,C,C09
L24,13992,A12,C37,B26,PCS,C,C06
L27,17572,A20,C33,B24,PCS,D,C05
L53,11837,A14,C36,B23,PCS,D,C06
L72,16787,A15,C31,B23,PCS,D,C06
L76,10094,A13,C35,B23,PCS,D,C10
L97,14817,A18,C38,B27,PCS,C,C07
L27,16554,A14,C38,B20,PCS,C,C09
L36,16138,A15,C38,B26,PCS,D,C09
L48,14709,A11,C39,B29,PCS,C,C01
L60,16777,A12,C40,B25,PCS,D,C01
L83,13593,A20,C32,B29,PCS,D,C04
L86,17279,A11,C39,B26,PCS,D,C10
L89,10143,A11,C34,B27,PCS,C,C09
L10,16677,A18,C38,B23,PCS,D,C05
L14,15206,A17,C31,B28,PCS,C,C03
L16,15296,A14,C36,B28,PCS,C,C06
L25,18078,A17,C40,B20,PCS,C,C07
L26,18766,A19,C36,B21,PCS,C,C07
L32,15381,A13,C38,B27,PCS,D,C05
L38,12694,A19,C30,B29,PCS,D,C07
L64,15941,A20,C30,B30,PCS,C,C02
L66,10167,A17,C38,B21,PCS,D,C06
L75,13410,A11,C38,B26,PCS,C,C04
L82,19875,A18,C31,B22,PCS,D,C06
L83,10552,A19,C31,B27,PCS,C,C07
L96,19022,A18,C39,B29,PCS,D,C01
L18,11623,A20,C30,B20,PCS,D,C03
L20,17464,A14,C39,B22,PCS,C,C08
L26,17812,A13,C40,B20,PCS,C,C09
L46,16149,A20,C38,B24,PCS,C,C07
L51,11387,A17,C31,B26,PCS,D,C02
L53,14628,A15,C38,B29,PCS,C,C07
L62,10221,A18,C30,B29,PCS,D,C02
L67,13856,A11,C31,B24,PCS,D,C05
L80,11976,A13,C38,B22,PCS,D,C08
L85,15599,A17,C40,B26,PCS,C,C06
L90,12783,A16,C35,B26,PCS,D,C03
L17,16879,A20,C37,B29,PCS,D,C02
L18,12562,A13,C40,B22,PCS,C,C03
L32,10854,A11,C37,B23,PCS,C,C01
L38,11297,A11,C39,B20,PCS,C,C06
L40,18786,A16,C34,B22,PCS,C,C02
L55,11069,A20,C34,B20,PCS,C,C08
L77,13618,A12,C34,B27,PCS,D,C04
L82,13567,A15,C31,B23,PCS,D,C09
L14,14250,A19,C36,B23,PCS,C,C07
L24,12872,A19,C39,B20,PCS,D,C07
L30,13544,A20,C31,B25,PCS,D,C03
L37,17960,A20,C30,B23,PCS,D,C01
L71,14455,A17,C39,B27,PCS,D,C06
L97,17316,A17,C39,B25,PCS,C,C04
L97,13970,A10,C39,B26,PCS,C,C04
L21,18154,A13,C33,B26,PCS,D,C03
L29,14529,A14,C31,B27,PCS,D,C03
L36,19497,A11,C36,B20,PCS,D,C05
L50,15792,A13,C31,B23,PCS,D,C04
L53,16174,A20,C38,B25,PCS,D,C01
L71,13534,A19,C39,B25,PCS,C,C01
L73,13398,A15,C32,B22,PCS,D,C05
L83,17002,A15,C40,B21,PCS,C,C01
L97,16440,A11,C40,B26,PCS,D,C02
L10,19309,A13,C37,B28,PCS,D,C09
L13,10104,A18,C39,B27,PCS,C,C02
L13,10803,A12,C35,B20,PCS,C,C06
L14,18692,A16,C37,B29,PCS,C,C06
L18,17358,A17,C34,B23,PCS,C,C10
L20,18451,A11,C40,B20,PCS,C,C08
L30,19111,A12,C32,B24,PCS,D,C10
L68,16558,A18,C34,B26,PCS,D,C03
L83,14228,A18,C33,B29,PCS,D,C01
L90,13273,A19,C35,B22,PCS,D,C06
L92,18021,A12,C30,B21,PCS,D,C06
L92,18365,A13,C40,B28,PCS,C,C08
L17,12526,A12,C31,B24,PCS,D,C07
L29,18386,A14,C35,B25,PCS,C,C07
L39,16491,A10,C31,B20,PCS,C,C02
L46,15568,A12,C30,B26,PCS,C,C02
L68,13867,A12,C31,B20,PCS,D,C04
L70,16492,A16,C39,B29,PCS,D,C01
L81,16846,A10,C33,B22,PCS,D,C02
L90,15295,A16,C40,B23,PCS,D,C04
L97,15364,A10,C30,B24,PCS,D,C08
L26,19323,A11,C34,B22,PCS,D,C07
L47,14768,A13,C36,B21,PCS,C,C10
L51,12974,A18,C30,B30,PCS,C,C07
L81,13205,A16,C32,B25,PCS,D,C09
L13,17573,A19,C30,B23,PCS,D,C06
L17,10865,A14,C40,B28,PCS,C,C06
L38,11296,A20,C35,B23,PCS,D,C02
L44,13743,A19,C36,B30,PCS,D,C10
L63,14890,A11,C31,B20,PCS,C,C09
L73,14902,A18,C38,B30,PCS,C,C07
L79,19037,A18,C31,B26,PCS,C,C06
L79,17812,A20,C35,B21,PCS,C,C02
L85,13292,A15,C37,B23,PCS,D,C05
L11,18019,A17,C36,B27,PCS,D,C06
L32,17716,A12,C30,B21,PCS,C,C05
L56,18909,A18,C37,B26,PCS,C,C10
L62,16792,A10,C35,B24,PCS,C,C06
L76,10495,A11,C32,B24,PCS,C,C07
L99,17855,A14,C33,B21,PCS,D,C04
L12,13856,A11,C30,B20,PCS,C,C10
L12,18306,A17,C37,B26,PCS,C,C07
L13,10513,A11,C31,B25,PCS,C,C04
L20,17095,A14,C34,B21,PCS,C,C08
L28,13751,A10,C32,B23,PCS,C,C10
L30,15325,A12,C39,B27,PCS,D,C02
L39,14725,A10,C30,B20,PCS,C,C08
L44,12189,A16,C30,B22,PCS,D,C08
L53,11227,A18,C36,B30,PCS,D,C04
L76,15221,A13,C40,B24,PCS,C,C06
L88,10912,A17,C31,B27,PCS,D,C06
L93,13522,A19,C30,B25,PCS,C,C06
L18,12419,A13,C37,B27,PCS,D,C05
L36,12034,A20,C30,B27,PCS,C,C01
L40,11659,A18,C40,B29,PCS,C,C01
L49,12845,A12,C38,B28,PCS,D,C07
L58,10086,A15,C31,B21,PCS,C,C03
L66,19584,A13,C35,B30,PCS,C,C08
L68,15857,A15,C32,B22,PCS,C,C06
L71,12603,A17,C33,B21,PCS,D,C10
L79,13640,A16,C38,B25,PCS,C,C05
L95,16528,A11,C40,B20,PCS,C,C06
L95,10603,A17,C34,B22,PCS,C,C10
L98,14943,A17,C33,B29,PCS,D,C05
L14,10824,A10,C32,B26,PCS,C,C04
L15,19416,A16,C32,B24,PCS,D,C03
L19,14571,A13,C39,B30,PCS,C,C09
L29,13639,A20,C40,B29,PCS,D,C08
L36,13526,A13,C33,B21,PCS,C,C08
L66,18216,A11,C36,B23,PCS,C,C02
L64,18522,A13,C39,B21,PCS,D,C09
L73,11534,A20,C34,B28,PCS,D,C02
L83,13529,A14,C30,B29,PCS,C,C04
L19,14594,A15,C31,B27,PCS,D,C09
L21,16986,A11,C38,B26,PCS,C,C03
L27,18807,A14,C31,B30,PCS,C,C04
L34,17950,A19,C39,B24,PCS,C,C06
L36,17075,A18,C31,B28,PCS,C,C04
L42,10529,A10,C31,B28,PCS,C,C04
L64,17751,A18,C38,B26,PCS,D,C07
L68,14808,A13,C30,B25,PCS,C,C06
L71,13085,A11,C40,B22,PCS,C,C06
L11,19310,A11,C36,B21,PCS,C,C01
L17,10206,A17,C38,B29,PCS,C,C01
L23,13246,A13,C33,B20,PCS,C,C06
L40,15516,A13,C39,B27,PCS,C,C05
L42,16437,A12,C37,B30,PCS,C,C06
L42,16220,A13,C32,B27,PCS,D,C01
L44,11125,A20,C34,B23,PCS,D,C10
L47,19978,A15,C39,B26,PCS,D,C08
L47,17007,A15,C30,B30,PCS,C,C06
L50,11725,A18,C37,B20,PCS,C,C06
L86,12047,A14,C38,B28,PCS,D,C06
L97,14141,A11,C35,B25,PCS,D,C02
L17,15069,A10,C30,B28,PCS,C,C04
L18,17311,A10,C36,B26,PCS,D,C07
L25,12006,A11,C39,B27,PCS,C,C04
L48,18826,A14,C40,B24,PCS,C,C01
L51,17534,A12,C31,B29,PCS,C,C07
L68,10484,A18,C40,B24,PCS,D,C07
L91,14619,A14,C40,B27,PCS,C,C04
L94,17386,A18,C34,B21,PCS,C,C09
L22,12419,A12,C40,B29,PCS,C,C01
L30,15805,A18,C37,B25,PCS,C,C04
L32,14565,A11,C39,B28,PCS,D,C10
L41,19816,A15,C37,B26,PCS,D,C07
L52,15645,A14,C38,B28,PCS,D,C08
L64,18735,A16,C33,B23,PCS,C,C05
L87,17333,A15,C38,B24,PCS,C,C01
L87,11266,A19,C39,B29,PCS,D,C01
L88,17521,A14,C34,B20,PCS,D,C08
L90,10080,A15,C30,B23,PCS,D,C07
L20,14111,A17,C40,B28,PCS,D,C08
L24,15867,A20,C39,B26,PCS,D,C08
L38,10055,A10,C39,B27,PCS,D,C02
L53,12722,A20,C37,B30,PCS,C,C04
L69,15624,A14,C39,B21,PCS,C,C05
L73,19252,A19,C35,B28,PCS,C,C06
L74,12113,A15,C34,B23,PCS,D,C05
L95,12004,A14,C31,B20,PCS,D,C05
L96,11577,A10,C37,B21,PCS,D,C02
L31,17331,A11,C40,B29,PCS,C,C09
L38,10823,A10,C32,B28,PCS,C,C07
L41,11627,A15,C36,B30,PCS,D,C09
L43,17146,A10,C40,B26,PCS,D,C09
L46,16000,A16,C37,B24,PCS,D,C02
L51,18791,A19,C32,B22,PCS,D,C08
L52,16276,A19,C34,B27,PCS,C,C05
L66,16375,A12,C34,B29,PCS,D,C08
L68,12049,A11,C40,B26,PCS,C,C09
L73,12303,A15,C35,B28,PCS,C,C09
L83,19502,A14,C34,B30,PCS,C,C10
L85,11549,A14,C34,B30,PCS,D,C06
L47,15285,A18,C37,B27,PCS,C,C09
L58,16189,A15,C36,B25,PCS,C,C06
L71,13811,A12,C38,B27,PCS,D,C01
L93,15971,A20,C36,B20,PCS,C,C01
L14,15143,A15,C37,B24,PCS,C,C02
L28,16873,A14,C37,B24,PCS,C,C04
L27,19967,A14,C40,B29,PCS,C,C06
L43,10575,A13,C36,B25,PCS,D,C01
L60,10586,A17,C31,B21,PCS,C,C04
L75,13157,A17,C40,B30,PCS,D,C10
L10,10408,A18,C37,B23,PCS,D,C06
L18,11713,A15,C36,B23,PCS,C,C06
L18,12060,A18,C37,B20,PCS,C,C08
L22,16079,A12,C38,B21,PCS,C,C06
L26,11058,A11,C39,B26,PCS,D,C04
L45,12072,A13,C30,B22,PCS,D,C01
L47,11144,A16,C38,B23,PCS,C,C04
L59,17252,A13,C31,B27,PCS,D,C05
L67,19980,A10,C38,B21,PCS,D,C03
L99,13878,A10,C39,B22,PCS,C,C06
L10,12071,A19,C35,B22,PCS,C,C01
L11,16533,A17,C36,B23,PCS,D,C08
L16,15085,A18,C37,B24,PCS,C,C05
L17,14466,A19,C40,B21,PCS,C,C06
L24,13716,A10,C30,B30,PCS,C,C09
L74,14818,A19,C38,B25,PCS,C,C05
L82,19213,A19,C39,B24,PCS,C,C09
L85,14145,A17,C38,B28,PCS,C,C10
L98,14343,A15,C36,B27,PCS,C,C04
L98,14128,A13,C38,B24,PCS,D,C04
L10,18446,A17,C39,B25,PCS,C,C05
L13,10627,A20,C34,B29,PCS,D,C07
L18,15934,A11,C30,B29,PCS,D,C09
L26,10765,A10,C36,B30,PCS,D,C10
L35,10680,A15,C39,B27,PCS,D,C08
L35,11209,A15,C32,B28,PCS,D,C05
L52,13968,A14,C37,B28,PCS,D,C06
L58,12658,A19,C39,B26,PCS,C,C01
L60,14556,A16,C36,B20,PCS,D,C07
L80,12347,A17,C31,B26,PCS,C,C02
L81,14537,A16,C40,B24,PCS,D,C03
L84,15920,A16,C36,B25,PCS,C,C06
L98,10784,A15,C35,B30,PCS,C,C01
L12,10388,A19,C39,B29,PCS,D,C05
L49,13953,A10,C32,B28,PCS,D,C04
L92,19590,A10,C33,B29,PCS,D,C07
L20,14006,A14,C35,B26,PCS,C,C01
L21,17678,A11,C31,B27,PCS,D,C07
L24,16118,A15,C39,B28,PCS,D,C06
L54,15785,A11,C37,B25,PCS,C,C03
L86,19096,A11,C37,B24,PCS,C,C01
L15,13659,A10,C37,B26,PCS,D,C03
L27,15772,A17,C40,B22,PCS,D,C02
L49,17687,A12,C40,B27,PCS,C,C06
L52,13075,A18,C40,B20,PCS,C,C05
L52,11010,A19,C40,B21,PCS,C,C08
L58,14699,A10,C35,B25,PCS,C,C02
L62,10466,A18,C30,B30,PCS,C,C04
L82,14626,A16,C39,B30,PCS,D,C01
L12,11490,A13,C37,B26,PCS,D,C04
L12,16997,A13,C34,B21,PCS,D,C01
L12,13556,A11,C38,B20,PCS,C,C10
L25,18709,A11,C39,B25,PCS,D,C08
L32,10970,A19,C31,B27,PCS,C,C03
L41,14466,A14,C30,B21,PCS,C,C04
L72,14762,A13,C37,B29,PCS,C,C02
L90,17373,A15,C34,B20,PCS,C,C01
L89,18734,A17,C34,B25,PCS,D,C09
L46,15529,A18,C38,B28,PCS,D,C06
L51,18559,A14,C32,B24,PCS,D,C05
L53,14752,A20,C35,B24,PCS,C,C02
L68,17726,A10,C31,B28,PCS,D,C06
L74,13248,A15,C32,B25,PCS,D,C04
L86,18535,A17,C37,B26,PCS,D,C02
L90,19371,A18,C39,B22,PCS,C,C06
L81,14755,A20,C40,B20,PCS,C,C03
L84,13979,A17,C36,B29,PCS,C,C05
L84,17850,A10,C35,B21,PCS,D,C07
L22,10776,A17,C32,B23,PCS,D,C07
L25,15696,A19,C36,B26,PCS,D,C02
L38,11509,A10,C40,B30,PCS,C,C08
L44,13691,A19,C33,B29,PCS,C,C08
L46,15526,A20,C38,B27,PCS,D,C09
L52,10790,A13,C40,B23,PCS,D,C06
L53,19684,A12,C40,B24,PCS,D,C06
L81,10630,A18,C36,B24,PCS,D,C04
L81,10203,A17,C38,B23,PCS,C,C09
L12,11020,A18,C37,B26,PCS,C,C07
L20,11634,A14,C34,B23,PCS,D,C04
L24,18590,A20,C34,B29,PCS,C,C10
L34,11263,A10,C39,B20,PCS,D,C02
L47,14456,A15,C31,B22,PCS,C,C03
L61,17491,A16,C37,B28,PCS,C,C02
L12,10478,A20,C35,B21,PCS,D,C03
L31,10567,A10,C38,B23,PCS,C,C06
L43,15511,A19,C35,B25,PCS,C,C04
L44,18246,A13,C30,B30,PCS,C,C03
L60,14084,A17,C30,B23,PCS,D,C03
L61,11012,A16,C32,B26,PCS,D,C01
L69,18565,A15,C32,B23,PCS,C,C01
L72,11552,A17,C39,B23,PCS,C,C10
L76,16008,A11,C31,B21,PCS,C,C06
L91,15278,A17,C30,B24,PCS,D,C06
L93,17783,A14,C38,B21,PCS,C,C09
L94,15435,A14,C40,B25,PCS,D,C07
L32,10821,A18,C38,B20,PCS,C,C09
L37,15463,A17,C36,B21,PCS,D,C07
L37,13798,A14,C39,B20,PCS,D,C09
L42,13453,A11,C40,B21,PCS,D,C10
L43,14731,A15,C30,B22,PCS,C,C03
L63,16196,A11,C31,B24,PCS,D,C05
L77,11542,A12,C31,B22,PCS,C,C04
L79,11110,A13,C39,B27,PCS,C,C01
L87,14629,A18,C39,B28,PCS,D,C01
L95,18212,A14,C34,B25,PCS,D,C07
L95,19092,A13,C40,B26,PCS,C,C07
L17,10707,A19,C34,B22,PCS,C,C03
L40,16443,A15,C36,B29,PCS,C,C10
L58,17396,A11,C33,B24,PCS,C,C06
L96,14630,A17,C30,B24,PCS,D,C01
L98,18845,A12,C37,B30,PCS,C,C09
L15,11973,A10,C34,B20,PCS,C,C04
L22,14622,A12,C33,B30,PCS,C,C04
L28,11974,A18,C31,B29,PCS,C,C04
L43,13053,A11,C37,B28,PCS,C,C09
L59,12953,A15,C37,B21,PCS,D,C01
L59,14868,A15,C37,B29,PCS,C,C02
L79,12355,A12,C39,B29,PCS,C,C06
L84,11783,A17,C35,B23,PCS,C,C09
L95,17043,A12,C40,B25,PCS,D,C08
L16,16046,A20,C37,B25,PCS,C,C04
L32,16862,A16,C38,B20,PCS,C,C03
L37,14511,A14,C34,B25,PCS,D,C03
L38,13939,A10,C38,B24,PCS,D,C10
L43,19407,A11,C38,B28,PCS,C,C06
L47,16724,A18,C40,B26,PCS,D,C03
L68,18057,A15,C33,B25,PCS,C,C02
L69,16050,A17,C33,B23,PCS,D,C10
L75,16847,A19,C33,B25,PCS,C,C03
L84,14403,A12,C33,B21,PCS,D,C08
L85,14051,A16,C39,B23,PCS,D,C05
L41,14811,A20,C31,B30,PCS,C,C02
L45,19443,A19,C36,B28,PCS,D,C08
L87,14466,A12,C30,B22,PCS,C,C03
L89,17008,A14,C36,B26,PCS,C,C09
L92,16209,A14,C35,B21,PCS,C,C10
L22,14315,A19,C37,B30,PCS,C,C05
L31,18371,A14,C34,B22,PCS,C,C01
L33,19920,A11,C31,B29,PCS,D,C07
L43,17574,A13,C33,B24,PCS,C,C04
L47,12923,A19,C38,B22,PCS,D,C02
L56,19450,A16,C34,B27,PCS,D,C03
L75,19789,A12,C35,B24,PCS,C,C02
L78,16720,A20,C34,B29,PCS,D,C08
L11,15291,A19,C40,B24,PCS,D,C01
L15,14826,A12,C36,B22,PCS,C,C06
L67,15896,A15,C31,B21,PCS,C,C04
L29,15247,A20,C33,B29,PCS,C,C03
L59,12015,A10,C36,B20,PCS,D,C09
L92,16883,A10,C39,B25,PCS,D,C07
L16,11461,A14,C33,B29,PCS,C,C02
L47,12476,A13,C35,B25,PCS,D,C09
L52,10606,A14,C38,B24,PCS,C,C10
L53,15531,A13,C40,B29,PCS,D,C01
L55,18668,A17,C38,B23,PCS,D,C09
L58,15497,A16,C38,B20,PCS,D,C07
L78,14025,A11,C30,B30,PCS,C,C08
L80,19271,A17,C38,B22,PCS,D,C06
L23,18907,A20,C39,B20,PCS,D,C08
L36,18139,A15,C33,B26,PCS,D,C04
L56,12745,A15,C34,B21,PCS,D,C08
L58,18968,A17,C36,B29,PCS,D,C07
L74,19116,A17,C38,B22,PCS,C,C03
L78,18777,A13,C35,B23,PCS,D,C06
L12,17127,A12,C35,B22,PCS,D,C08
L38,17275,A11,C33,B27,PCS,D,C02
L61,18811,A14,C30,B28,PCS,C,C02
L66,19282,A14,C32,B22,PCS,C,C02
L72,15690,A13,C35,B28,PCS,C,C01
L77,15503,A17,C32,B23,PCS,D,C03
L86,18615,A14,C36,B21,PCS,C,C03
L10,10699,A14,C30,B28,PCS,C,C06
L16,15978,A17,C30,B30,PCS,C,C03
L22,13302,A16,C37,B20,PCS,D,C09
L34,16921,A12,C35,B26,PCS,D,C03
L46,16854,A13,C30,B25,PCS,C,C08
L65,15201,A11,C37,B30,PCS,D,C01
L74,15256,A15,C33,B27,PCS,D,C03
L90,17289,A11,C39,B23,PCS,D,C03
L94,13505,A10,C40,B21,PCS,C,C03
L11,17183,A12,C33,B25,PCS,D,C03
L17,13297,A14,C38,B28,PCS,D,C04
L20,14512,A12,C38,B27,PCS,D,C08
L17,14087,A11,C40,B21,PCS,D,C06
L50,17015,A13,C34,B25,PCS,D,C06
L59,16100,A10,C39,B21,PCS,D,C10
L58,13177,A20,C34,B22,PCS,D,C09
L68,10465,A12,C37,B21,PCS,C,C01
L93,14086,A10,C39,B27,PCS,D,C07
L11,11045,A12,C32,B23,PCS,C,C06
L27,13415,A20,C31,B28,PCS,D,C03
L47,19619,A11,C39,B25,PCS,D,C10
L54,18801,A15,C32,B22,PCS,D,C01
L56,11286,A18,C39,B29,PCS,D,C03
L59,16411,A19,C37,B24,PCS,D,C05
L66,13528,A18,C34,B26,PCS,D,C03
L68,10698,A13,C33,B28,PCS,D,C07
L74,16229,A18,C31,B23,PCS,C,C02
L81,14149,A16,C39,B23,PCS,C,C10
L83,10418,A13,C36,B24,PCS,D,C03
L85,12807,A19,C36,B24,PCS,C,C02
L20,10145,A14,C38,B22,PCS,D,C01
L24,17757,A19,C32,B25,PCS,D,C06
L24,13231,A20,C32,B26,PCS,D,C05
L31,18008,A13,C37,B25,PCS,D,C02
