Ledger,Account,PartNo,Contact,Project,Unit Code,D/C,Currency,Quantity(Count),Quantity(Max),Quantity(Min),Quantity(Sum)
L38,13665,A12,C37,B24,PCS,D,C08,1,994,994,994
L43,14139,A10,C32,B20,PCS,D,C06,1,157,157,157
L76,12755,A12,C31,B29,PCS,D,C09,1,921,921,921
L94,11843,A17,C33,B27,PCS,D,C05,1,959,959,959
L49,19904,A17,C33,B20,PCS,D,C07,1,302,302,302
L91,11854,A13,C39,B30,PCS,C,C08,2,813,163,976
L31,19724,A10,C30,B30,PCS,C,C03,2,777,473,1250
L43,13964,A20,C34,B26,PCS,D,C10,4,996,468,2919
L57,15603,A19,C30,B26,PCS,C,C01,1,748,748,748
L65,10150,A15,C32,B20,PCS,D,C01,1,665,665,665
L72,15286,A19,C38,B26,PCS,C,C09,2,452,242,694
L74,15015,A18,C37,B30,PCS,C,C01,1,823,823,823
L77,10779,A14,C39,B24,PCS,C,C06,1,752,752,752
L91,11806,A18,C40,B21,PCS,C,C04,2,272,105,377
L95,12370,A15,C33,B29,PCS,C,C02,2,734,230,964
L97,10171,A19,C30,B28,PCS,C,C02,2,640,177,817
L23,18991,A19,C37,B21,PCS,C,C03,1,477,477,477
L24,11285,A17,C33,B25,PCS,C,C03,1,64,64,64
L31,10505,A19,C33,B21,PCS,C,C05,1,811,811,811
L34,15130,A19,C40,B24,PCS,D,C03,3,919,264,1642
L34,13643,A11,C34,B30,PCS,D,C02,1,254,254,254
L56,14423,A15,C33,B24,PCS,D,C03,2,466,291,757
L59,13011,A11,C31,B29,PCS,C,C04,2,246,117,363
L65,19072,A15,C39,B30,PCS,C,C04,3,935,713,2538
L72,12485,A19,C40,B29,PCS,D,C07,1,438,438,438
L79,15899,A13,C37,B29,PCS,C,C10,1,923,923,923
L84,16099,A16,C37,B28,PCS,D,C07,1,542,542,542
L86,16007,A19,C32,B23,PCS,C,C10,1,856,856,856
L14,11250,A16,C38,B20,PCS,C,C05,2,631,620,1251
L96,13582,A18,C32,B23,PCS,C,C05,1,468,468,468
L96,11657,A17,C35,B22,PCS,C,C03,2,376,248,624
L19,14413,A17,C35,B30,PCS,D,C05,1,751,751,751
L24,16312,A18,C40,B20,PCS,C,C03,2,457,345,802
L35,18444,A13,C38,B29,PCS,D,C02,1,120,120,120
L48,10390,A18,C35,B24,PCS,D,C05,1,590,590,590
L69,14030,A11,C39,B28,PCS,C,C02,4,943,480,2848
L74,12161,A16,C30,B29,PCS,D,C06,1,874,874,874
L21,14680,A10,C35,B27,PCS,C,C05,2,814,652,1466
L26,19928,A14,C30,B28,PCS,D,C01,3,968,101,1974
L48,11143,A13,C37,B29,PCS,D,C07,1,200,200,200
L79,10167,A17,C34,B23,PCS,C,C08,2,702,354,1056
L87,16832,A17,C34,B20,PCS,C,C09,2,954,101,1055
L12,12424,A11,C30,B21,PCS,D,C06,1,192,192,192
L95,10442,A13,C39,B29,PCS,C,C09,2,272,130,402
L16,14146,A12,C39,B21,PCS,D,C06,1,290,290,290
L30,19385,A17,C30,B20,PCS,D,C03,2,595,32,627
L39,17726,A20,C32,B23,PCS,C,C06,2,856,704,1560
L62,13361,A14,C30,B25,PCS,C,C05,1,799,799,799
L85,10863,A17,C30,B22,PCS,C,C01,2,709,70,779
L85,12692,A16,C30,B22,PCS,D,C07,1,202,202,202
L94,18602,A15,C31,B20,PCS,D,C05,1,15,15,15
L21,16436,A14,C33,B30,PCS,D,C01,1,791,791,791
L21,19218,A10,C38,B24,PCS,D,C09,3,969,314,1927
L24,16535,A10,C35,B21,PCS,C,C01,2,325,158,483
L25,18379,A16,C34,B21,PCS,C,C10,2,697,428,1125
L64,10997,A17,C39,B29,PCS,D,C02,1,66,66,66
L64,13455,A14,C30,B22,PCS,D,C03,1,629,629,629
L64,18809,A20,C31,B26,PCS,C,C10,1,569,569,569
L70,12683,A20,C30,B24,PCS,D,C07,1,381,381,381
L81,11175,A19,C38,B28,PCS,D,C09,1,332,332,332
L99,18805,A14,C34,B20,PCS,D,C01,1,367,367,367
L24,10721,A14,C35,B24,PCS,C,C04,3,919,195,1390
L56,14062,A13,C38,B27,PCS,D,C03,1,922,922,922
L63,12413,A15,C37,B20,PCS,C,C06,2,798,738,1536
L72,14379,A15,C32,B23,PCS,D,C10,2,811,68,879
L82,11032,A14,C40,B26,PCS,C,C09,2,867,834,1701
L58,10831,A15,C32,B23,PCS,D,C08,1,766,766,766
L66,13112,A14,C30,B25,PCS,D,C05,1,937,937,937
L71,16899,A19,C30,B27,PCS,C,C03,2,543,543,1086
L14,18505,A15,C39,B22,PCS,C,C03,2,516,106,622
L95,10357,A12,C37,B29,PCS,C,C08,1,776,776,776
L25,15949,A20,C40,B24,PCS,C,C07,1,25,25,25
L32,13181,A17,C35,B21,PCS,C,C07,1,622,622,622
L37,11622,A12,C30,B24,PCS,D,C04,3,757,206,1644
L45,14951,A19,C34,B30,PCS,D,C04,1,461,461,461
L59,11141,A15,C34,B23,PCS,C,C05,1,486,486,486
L74,16464,A18,C40,B23,PCS,C,C03,2,453,350,803
L76,11762,A15,C30,B21,PCS,D,C03,1,597,597,597
L83,12613,A11,C37,B30,PCS,C,C10,1,52,52,52
L14,16110,A14,C37,B29,PCS,C,C09,2,787,381,1168
L22,15963,A15,C39,B21,PCS,C,C05,1,455,455,455
L31,14690,A14,C39,B20,PCS,D,C05,1,270,270,270
L38,19309,A13,C30,B29,PCS,D,C06,3,377,64,816
L38,10416,A10,C36,B26,PCS,D,C07,1,784,784,784
L43,11971,A15,C30,B27,PCS,D,C06,3,903,70,1223
L44,18666,A18,C37,B26,PCS,C,C04,1,822,822,822
L57,18646,A20,C30,B30,PCS,C,C04,2,860,170,1030
L63,14715,A17,C34,B22,PCS,D,C10,1,985,985,985
L67,14491,A11,C38,B23,PCS,C,C04,1,33,33,33
L79,15207,A11,C32,B25,PCS,D,C10,2,659,340,999
L10,14874,A14,C36,B21,PCS,C,C01,1,532,532,532
L12,17138,A11,C35,B28,PCS,D,C09,1,403,403,403
L10,19397,A16,C37,B30,PCS,C,C06,1,303,303,303
L23,15273,A20,C33,B23,PCS,D,C08,1,197,197,197
L25,17290,A15,C37,B27,PCS,D,C06,1,473,473,473
L59,16559,A20,C33,B26,PCS,D,C04,2,433,4,437
L62,13685,A19,C33,B29,PCS,C,C03,1,775,775,775
L14,14250,A19,C36,B23,PCS,C,C07,1,412,412,412
L98,13451,A11,C34,B20,PCS,C,C06,1,672,672,672
L31,16538,A18,C38,B20,PCS,D,C04,1,842,842,842
L45,16017,A16,C32,B25,PCS,C,C02,2,513,162,675
L68,19482,A17,C34,B26,PCS,D,C07,2,808,351,1159
L70,18882,A14,C33,B24,PCS,D,C10,2,171,138,309
L19,19082,A11,C38,B30,PCS,D,C06,2,616,16,632
L29,18819,A14,C31,B28,PCS,D,C04,1,977,977,977
L42,12688,A14,C37,B22,PCS,D,C06,2,581,333,914
L52,13043,A12,C30,B28,PCS,C,C06,3,396,335,1097
L57,13513,A20,C37,B28,PCS,D,C01,1,356,356,356
L57,15039,A16,C39,B24,PCS,D,C05,1,151,151,151
L90,16885,A19,C33,B21,PCS,D,C10,2,668,664,1332
L14,15181,A10,C34,B28,PCS,D,C08,1,140,140,140
L16,16370,A11,C32,B20,PCS,C,C01,1,423,423,423
L25,13379,A20,C30,B20,PCS,C,C02,1,409,409,409
L37,12934,A19,C36,B21,PCS,D,C06,3,753,375,1590
L49,17118,A14,C30,B25,PCS,D,C07,1,119,119,119
L52,14754,A13,C34,B21,PCS,C,C04,1,437,437,437
L56,17656,A19,C39,B26,PCS,D,C09,2,946,178,1124
L62,17780,A14,C40,B28,PCS,D,C05,3,946,51,1143
L72,15585,A14,C37,B29,PCS,C,C09,2,740,23,763
L85,19558,A14,C32,B24,PCS,C,C03,1,900,900,900
L87,13129,A16,C36,B21,PCS,D,C10,3,648,24,880
L90,16385,A17,C35,B29,PCS,C,C06,3,959,435,2147
L94,13217,A15,C40,B25,PCS,D,C02,2,685,345,1030
L19,11716,A10,C36,B21,PCS,C,C08,1,628,628,628
L32,11871,A11,C35,B22,PCS,C,C03,2,640,469,1109
L51,10644,A11,C39,B22,PCS,C,C09,1,183,183,183
L45,16826,A16,C34,B20,PCS,C,C09,1,267,267,267
L45,18649,A11,C39,B30,PCS,D,C06,1,193,193,193
L51,16862,A20,C31,B22,PCS,D,C04,2,906,873,1779
L75,14639,A10,C39,B26,PCS,D,C01,2,826,337,1163
L75,18675,A18,C31,B22,PCS,C,C09,1,991,991,991
L76,19070,A19,C36,B29,PCS,D,C03,1,533,533,533
L82,12144,A10,C37,B29,PCS,D,C08,2,672,400,1072
L85,13712,A20,C33,B20,PCS,D,C04,2,380,364,744
L85,19659,A18,C39,B22,PCS,D,C10,3,985,11,1389
L86,16936,A16,C35,B26,PCS,C,C08,1,433,433,433
L19,16835,A10,C34,B21,PCS,D,C06,1,954,954,954
L99,16728,A13,C37,B27,PCS,D,C06,2,547,165,712
L93,16537,A15,C37,B24,PCS,D,C01,1,240,240,240
L93,18670,A14,C31,B24,PCS,C,C01,1,528,528,528
L30,12844,A18,C31,B22,PCS,D,C01,2,759,458,1217
L35,11458,A17,C34,B21,PCS,C,C06,2,434,275,709
L59,15991,A18,C38,B23,PCS,C,C04,1,671,671,671
L70,10580,A19,C33,B20,PCS,D,C06,1,667,667,667
L14,13865,A16,C33,B29,PCS,C,C01,1,795,795,795
L15,12507,A12,C38,B20,PCS,C,C05,1,532,532,532
L25,12005,A14,C35,B29,PCS,C,C06,3,855,37,1144
L32,14994,A14,C30,B22,PCS,D,C03,1,423,423,423
L78,18630,A11,C30,B24,PCS,D,C07,2,612,363,975
L84,18673,A15,C37,B25,PCS,C,C06,1,300,300,300
L13,19817,A18,C35,B23,PCS,D,C02,1,304,304,304
L13,19155,A18,C36,B28,PCS,C,C07,1,741,741,741
L20,10751,A19,C30,B29,PCS,D,C02,1,318,318,318
L25,14973,A18,C36,B24,PCS,D,C01,4,650,129,1472
L49,10755,A10,C31,B24,PCS,C,C08,1,188,188,188
L54,16325,A16,C37,B24,PCS,D,C07,1,432,432,432
L56,16451,A11,C33,B23,PCS,C,C06,2,195,140,335
L83,11240,A20,C40,B26,PCS,C,C03,2,442,107,549
L14,16949,A10,C35,B24,PCS,C,C07,1,37,37,37
L92,18099,A12,C33,B29,PCS,D,C05,4,990,17,2361
L22,17259,A12,C31,B29,PCS,D,C01,1,979,979,979
L31,18191,A16,C31,B26,PCS,C,C01,2,906,80,986
L54,13236,A10,C37,B24,PCS,D,C05,2,969,866,1835
L58,15495,A13,C38,B27,PCS,C,C07,4,964,164,2632
L63,17860,A16,C32,B25,PCS,C,C05,1,652,652,652
L72,12863,A18,C34,B23,PCS,D,C04,1,964,964,964
L85,18281,A13,C30,B29,PCS,C,C02,1,949,949,949
L86,18310,A14,C37,B22,PCS,C,C01,2,822,18,840
L92,16530,A20,C39,B20,PCS,C,C06,3,779,483,2028
L38,19680,A16,C40,B23,PCS,C,C06,1,955,955,955
L42,19549,A17,C30,B24,PCS,D,C05,1,171,171,171
L44,19889,A14,C30,B21,PCS,C,C10,1,587,587,587
L45,11189,A10,C37,B23,PCS,D,C09,1,359,359,359
L47,13007,A10,C31,B25,PCS,D,C06,2,958,178,1136
L54,14421,A20,C35,B23,PCS,D,C07,1,906,906,906
L62,10831,A15,C36,B30,PCS,D,C07,1,516,516,516
L62,15924,A13,C36,B27,PCS,C,C08,2,138,50,188
L64,18522,A13,C39,B21,PCS,D,C09,3,847,325,1746
L78,19820,A18,C35,B27,PCS,C,C06,1,309,309,309
L91,13610,A15,C39,B26,PCS,D,C06,2,856,166,1022
L91,14079,A11,C30,B23,PCS,D,C05,1,826,826,826
L12,12098,A18,C36,B30,PCS,C,C03,3,331,269,917
L18,11556,A19,C32,B24,PCS,D,C01,1,68,68,68
L28,14913,A10,C35,B22,PCS,C,C02,1,567,567,567
L31,19296,A20,C40,B28,PCS,D,C07,2,350,160,510
L43,17658,A19,C30,B20,PCS,C,C04,3,923,328,1842
L58,15795,A20,C39,B20,PCS,D,C03,3,844,197,1622
L58,11063,A11,C33,B23,PCS,D,C06,1,315,315,315
L80,19911,A13,C35,B22,PCS,C,C07,1,614,614,614
L87,12765,A16,C40,B21,PCS,D,C06,1,168,168,168
L91,17940,A12,C33,B27,PCS,C,C06,1,86,86,86
L14,14409,A19,C35,B28,PCS,C,C04,1,741,741,741
L15,10739,A10,C40,B23,PCS,C,C04,1,806,806,806
L99,11353,A19,C39,B25,PCS,C,C08,1,459,459,459
L26,13041,A15,C38,B30,PCS,C,C10,1,594,594,594
L47,14345,A11,C40,B22,PCS,C,C05,1,794,794,794
L72,19160,A17,C35,B30,PCS,C,C02,3,815,132,1718
L75,19880,A12,C38,B24,PCS,D,C07,1,146,146,146
L77,13252,A14,C34,B29,PCS,C,C03,1,368,368,368
L88,19587,A19,C34,B26,PCS,D,C06,2,745,523,1268
L98,12307,A10,C32,B29,PCS,C,C02,2,308,68,376
L23,10027,A18,C33,B27,PCS,D,C03,1,602,602,602
L30,14689,A18,C35,B20,PCS,D,C04,1,959,959,959
L43,12965,A13,C36,B22,PCS,D,C10,1,621,621,621
L72,18240,A16,C40,B30,PCS,C,C10,2,300,158,458
L92,17194,A17,C39,B29,PCS,C,C06,1,156,156,156
L25,11526,A12,C33,B24,PCS,D,C05,3,527,293,1172
L34,14090,A11,C31,B21,PCS,D,C04,1,262,262,262
L35,11205,A19,C30,B24,PCS,D,C05,1,298,298,298
L61,18736,A16,C32,B21,PCS,D,C07,3,525,155,984
L64,13733,A15,C33,B30,PCS,D,C03,1,537,537,537
L70,17843,A18,C36,B21,PCS,C,C07,3,423,25,855
L87,11592,A15,C33,B23,PCS,C,C01,2,676,393,1069
L94,12558,A17,C37,B28,PCS,C,C03,1,406,406,406
L48,12667,A11,C36,B28,PCS,D,C09,2,715,224,939
L56,15811,A15,C36,B25,PCS,D,C03,1,545,545,545
L77,14908,A19,C30,B20,PCS,D,C07,1,597,597,597
L81,16630,A19,C33,B20,PCS,D,C02,2,746,164,910
L87,18787,A14,C32,B30,PCS,D,C09,1,38,38,38
L36,16457,A14,C35,B21,PCS,C,C02,1,601,601,601
L47,11765,A12,C40,B28,PCS,C,C06,1,96,96,96
L67,19931,A16,C30,B29,PCS,D,C10,1,37,37,37
L87,10786,A18,C37,B24,PCS,D,C01,2,125,34,159
L12,15639,A14,C35,B29,PCS,C,C06,1,138,138,138
L27,16443,A16,C32,B24,PCS,C,C09,2,568,395,963
L30,15876,A18,C40,B26,PCS,C,C07,1,91,91,91
L37,16227,A10,C36,B30,PCS,D,C10,2,990,749,1739
L73,15365,A14,C30,B22,PCS,D,C03,3,545,217,991
L84,18742,A14,C33,B24,PCS,D,C03,2,756,8,764
L95,11359,A15,C36,B29,PCS,C,C04,2,496,190,686
L98,15021,A17,C36,B23,PCS,D,C06,2,892,754,1646
L31,19948,A20,C34,B26,PCS,D,C05,1,88,88,88
L33,16536,A20,C38,B21,PCS,D,C04,3,896,415,2125
L33,16455,A16,C33,B30,PCS,D,C06,1,206,206,206
L39,10089,A19,C37,B23,PCS,D,C01,3,515,55,683
L48,11063,A12,C37,B29,PCS,C,C01,2,205,7,212
L68,12524,A18,C32,B28,PCS,C,C06,2,28,1,29
L73,13941,A10,C32,B25,PCS,D,C09,2,360,127,487
L79,15568,A20,C30,B21,PCS,D,C05,2,331,234,565
L10,11047,A15,C35,B25,PCS,C,C10,3,763,41,992
L99,18728,A20,C32,B24,PCS,C,C06,4,729,525,2567
L43,15557,A20,C35,B26,PCS,C,C07,3,697,262,1578
L46,13306,A12,C36,B25,PCS,C,C01,1,355,355,355
L72,19457,A13,C30,B26,PCS,C,C08,1,751,751,751
L81,10327,A16,C36,B22,PCS,D,C07,1,716,716,716
L11,13859,A10,C30,B28,PCS,D,C05,2,653,203,856
L16,18652,A15,C39,B24,PCS,C,C05,1,142,142,142
L23,10805,A11,C33,B28,PCS,C,C10,3,479,248,1199
L23,14165,A14,C32,B24,PCS,D,C09,2,989,335,1324
L41,13682,A20,C40,B28,PCS,D,C02,2,660,594,1254
L43,17638,A19,C38,B30,PCS,C,C08,1,259,259,259
L47,13990,A19,C36,B30,PCS,D,C10,1,151,151,151
L79,10421,A14,C38,B20,PCS,C,C03,2,699,568,1267
L80,19524,A12,C31,B25,PCS,C,C03,2,765,719,1484
L13,19525,A19,C39,B22,PCS,C,C01,1,385,385,385
L25,19577,A18,C40,B23,PCS,C,C01,2,874,804,1678
L26,16555,A18,C39,B24,PCS,C,C06,2,211,65,276
L35,11212,A20,C40,B30,PCS,D,C05,1,457,457,457
L50,14954,A11,C31,B26,PCS,D,C09,1,374,374,374
L68,13510,A16,C32,B26,PCS,D,C07,1,342,342,342
L83,14898,A13,C40,B22,PCS,D,C05,1,896,896,896
L18,19076,A17,C38,B30,PCS,D,C08,1,810,810,810
L15,13485,A14,C32,B29,PCS,D,C03,1,208,208,208
L27,12125,A14,C39,B25,PCS,C,C04,1,397,397,397
L25,18763,A13,C34,B24,PCS,D,C10,3,566,535,1654
L28,19277,A18,C32,B27,PCS,C,C06,1,272,272,272
L33,10439,A13,C30,B21,PCS,C,C10,1,738,738,738
L63,17358,A17,C32,B28,PCS,C,C05,1,452,452,452
L74,18869,A13,C36,B22,PCS,D,C06,1,395,395,395
L82,14237,A17,C37,B20,PCS,D,C03,2,518,230,748
L84,16818,A16,C31,B24,PCS,C,C03,3,852,605,2195
L11,17296,A11,C30,B20,PCS,D,C05,1,119,119,119
L22,13608,A13,C32,B22,PCS,C,C04,1,744,744,744
L42,13573,A19,C38,B22,PCS,C,C09,2,701,317,1018
L63,15640,A10,C38,B24,PCS,C,C08,2,726,598,1324
L69,15098,A18,C31,B20,PCS,D,C10,1,144,144,144
L69,16266,A11,C39,B28,PCS,C,C07,2,691,267,958
L93,12100,A13,C40,B28,PCS,D,C06,1,586,586,586
L27,10920,A11,C34,B26,PCS,D,C08,3,971,306,2155
L35,17698,A16,C31,B29,PCS,C,C01,1,204,204,204
L37,12971,A10,C34,B25,PCS,C,C02,3,789,673,2219
L46,13782,A15,C37,B20,PCS,C,C02,2,775,712,1487
L49,10904,A19,C40,B21,PCS,D,C09,1,902,902,902
L50,13598,A19,C40,B30,PCS,D,C09,1,810,810,810
L57,14891,A19,C36,B20,PCS,C,C07,1,673,673,673
L58,15666,A12,C39,B26,PCS,C,C04,2,902,788,1690
L83,18756,A20,C35,B26,PCS,C,C01,2,484,354,838
L11,19026,A11,C36,B29,PCS,C,C04,2,606,88,694
L48,17133,A20,C32,B29,PCS,D,C09,1,103,103,103
L55,16543,A20,C39,B24,PCS,C,C08,1,673,673,673
L55,19683,A12,C33,B23,PCS,C,C02,4,843,194,1977
L60,19450,A15,C36,B30,PCS,D,C07,1,391,391,391
L66,14443,A17,C34,B23,PCS,C,C08,1,974,974,974
L74,11783,A18,C39,B26,PCS,D,C03,1,894,894,894
L74,14482,A14,C35,B25,PCS,C,C01,1,46,46,46
L83,19894,A20,C35,B29,PCS,D,C03,1,747,747,747
L11,16745,A13,C39,B28,PCS,C,C10,3,529,206,1027
L15,18419,A15,C34,B26,PCS,D,C04,3,886,359,2085
L92,14760,A18,C34,B27,PCS,C,C09,3,724,190,1404
L15,17028,A14,C39,B23,PCS,D,C09,5,991,149,2197
L24,12610,A17,C37,B25,PCS,D,C01,1,550,550,550
L33,10210,A13,C34,B21,PCS,D,C08,1,718,718,718
L56,18910,A20,C38,B25,PCS,C,C02,1,181,181,181
L73,17046,A15,C33,B22,PCS,D,C04,1,117,117,117
L92,10292,A20,C37,B29,PCS,C,C04,3,888,131,1527
L10,11654,A11,C40,B23,PCS,D,C10,1,577,577,577
L93,16653,A16,C32,B20,PCS,D,C10,1,206,206,206
L30,14743,A17,C34,B27,PCS,D,C01,2,490,447,937
L56,17987,A15,C39,B29,PCS,C,C05,1,42,42,42
L60,15296,A13,C31,B27,PCS,D,C05,2,707,557,1264
L62,15737,A15,C38,B22,PCS,D,C04,2,791,682,1473
L66,10187,A16,C35,B22,PCS,D,C07,1,612,612,612
L76,13188,A11,C36,B24,PCS,C,C10,1,114,114,114
L76,18092,A19,C30,B30,PCS,D,C03,3,993,63,1233
L90,19244,A14,C35,B27,PCS,C,C08,1,254,254,254
L19,12288,A13,C36,B25,PCS,D,C03,1,959,959,959
L99,18969,A18,C31,B20,PCS,D,C10,2,710,631,1341
L39,17927,A16,C30,B28,PCS,C,C06,1,616,616,616
L58,18392,A17,C40,B26,PCS,C,C09,1,82,82,82
L60,19635,A15,C34,B30,PCS,C,C04,1,638,638,638
L72,13770,A14,C32,B26,PCS,C,C03,1,216,216,216
L80,17216,A10,C36,B26,PCS,C,C05,1,103,103,103
L12,10388,A19,C39,B29,PCS,D,C05,1,104,104,104
L93,18564,A13,C37,B29,PCS,D,C06,2,408,46,454
L94,17233,A20,C31,B20,PCS,C,C10,1,906,906,906
L18,14299,A20,C40,B30,PCS,C,C06,1,196,196,196
L35,10007,A20,C34,B24,PCS,D,C01,1,769,769,769
L36,15435,A19,C36,B26,PCS,D,C10,1,129,129,129
L61,18376,A19,C33,B21,PCS,C,C09,1,795,795,795
L71,13844,A15,C32,B22,PCS,D,C03,2,549,273,822
L81,16551,A17,C34,B20,PCS,C,C09,2,890,255,1145
L85,17311,A19,C35,B21,PCS,D,C05,2,931,398,1329
L85,14977,A15,C40,B28,PCS,D,C02,2,91,19,110
L16,16066,A19,C34,B25,PCS,C,C08,1,74,74,74
L35,14310,A12,C33,B21,PCS,D,C02,2,302,98,400
L54,14513,A16,C30,B28,PCS,C,C07,1,637,637,637
L87,10449,A15,C39,B30,PCS,D,C03,2,800,42,842
L90,19848,A14,C30,B23,PCS,C,C06,1,717,717,717
L90,12759,A13,C39,B26,PCS,C,C07,2,610,492,1102
L95,12108,A11,C35,B28,PCS,C,C03,1,704,704,704
L45,18798,A19,C31,B25,PCS,C,C04,1,668,668,668
L47,19252,A14,C40,B26,PCS,C,C01,3,962,139,1482
L57,16866,A10,C33,B26,PCS,D,C07,1,681,681,681
L59,15116,A10,C30,B29,PCS,D,C05,4,474,147,1073
L63,19059,A13,C33,B25,PCS,C,C05,1,765,765,765
L63,19047,A19,C34,B30,PCS,D,C04,1,564,564,564
L68,18816,A14,C38,B20,PCS,C,C04,1,118,118,118
L69,17037,A20,C33,B26,PCS,C,C07,1,585,585,585
L10,13124,A13,C34,B26,PCS,D,C07,1,14,14,14
L10,17932,A19,C35,B20,PCS,C,C04,3,342,140,636
L93,12695,A12,C31,B24,PCS,D,C07,1,844,844,844
L95,11651,A17,C34,B27,PCS,C,C04,1,52,52,52
L24,14304,A20,C36,B27,PCS,C,C07,3,372,330,1050
L24,10925,A17,C31,B20,PCS,D,C07,1,214,214,214
L39,14897,A20,C30,B28,PCS,C,C01,2,542,458,1000
L51,15671,A11,C39,B29,PCS,C,C01,2,647,606,1253
L55,11943,A18,C37,B21,PCS,C,C09,2,23,21,44
L57,19644,A13,C38,B23,PCS,D,C10,2,758,211,969
L58,18171,A19,C37,B22,PCS,C,C07,1,377,377,377
L79,16865,A15,C34,B28,PCS,C,C09,1,694,694,694
L11,10879,A10,C39,B20,PCS,D,C10,1,550,550,550
L93,18524,A13,C36,B28,PCS,C,C03,1,432,432,432
L15,18707,A12,C39,B23,PCS,D,C08,1,872,872,872
L49,15204,A16,C40,B28,PCS,D,C05,1,853,853,853
L63,13774,A12,C39,B28,PCS,C,C10,1,921,921,921
L74,17750,A14,C35,B21,PCS,D,C08,1,384,384,384
L77,14332,A13,C33,B22,PCS,D,C09,2,449,140,589
L20,18640,A11,C33,B24,PCS,C,C09,2,439,236,675
L28,15051,A16,C38,B29,PCS,C,C03,2,649,486,1135
L51,17231,A17,C37,B23,PCS,D,C06,3,812,161,1187
L53,15188,A16,C33,B22,PCS,C,C06,4,920,183,2730
L67,10285,A15,C39,B22,PCS,D,C01,1,493,493,493
L67,13730,A13,C35,B25,PCS,D,C05,2,834,567,1401
L68,12284,A11,C36,B27,PCS,C,C08,1,247,247,247
L68,16567,A17,C39,B28,PCS,C,C10,2,20,18,38
L88,18047,A12,C30,B26,PCS,D,C05,1,625,625,625
L93,11694,A15,C36,B21,PCS,C,C01,4,655,284,2001
L98,13386,A20,C30,B28,PCS,D,C09,1,833,833,833
L43,15900,A16,C34,B28,PCS,C,C03,1,46,46,46
L44,11794,A20,C35,B27,PCS,C,C07,3,958,80,1373
L59,11752,A11,C33,B20,PCS,C,C08,2,395,245,640
L55,10198,A18,C34,B24,PCS,D,C04,2,958,790,1748
L63,17394,A12,C39,B25,PCS,D,C01,1,64,64,64
L11,16416,A15,C30,B25,PCS,D,C07,1,858,858,858
L94,12389,A18,C37,B29,PCS,D,C01,3,893,386,1666
L24,15531,A14,C32,B25,PCS,D,C07,1,729,729,729
L32,15033,A17,C36,B28,PCS,D,C06,1,720,720,720
L41,19270,A17,C37,B24,PCS,D,C01,1,50,50,50
L54,17743,A13,C40,B26,PCS,D,C05,1,83,83,83
L79,19283,A14,C36,B26,PCS,D,C06,2,852,123,975
L81,13069,A10,C37,B23,PCS,D,C04,1,95,95,95
L19,12981,A19,C39,B25,PCS,D,C08,2,975,752,1727
L38,18718,A20,C38,B23,PCS,C,C09,1,907,907,907
L61,19368,A20,C33,B30,PCS,C,C06,1,64,64,64
L22,10011,A18,C36,B25,PCS,D,C02,1,40,40,40
L29,10638,A15,C38,B22,PCS,D,C01,1,850,850,850
L37,16865,A19,C40,B26,PCS,D,C07,2,315,173,488
L37,17390,A15,C38,B30,PCS,C,C06,1,307,307,307
L66,19116,A11,C40,B24,PCS,C,C10,2,667,525,1192
L69,15315,A12,C38,B22,PCS,C,C07,1,682,682,682
L74,11482,A20,C38,B29,PCS,C,C03,1,406,406,406
L77,18635,A12,C35,B24,PCS,C,C04,1,609,609,609
L90,16592,A18,C38,B30,PCS,D,C07,2,927,757,1684
L28,19744,A20,C34,B25,PCS,C,C02,2,466,96,562
L34,16336,A18,C36,B25,PCS,D,C03,2,202,13,215
L73,18866,A13,C30,B23,PCS,C,C02,3,875,272,1661
L79,15149,A19,C38,B24,PCS,C,C05,2,681,562,1243
L88,15663,A16,C40,B27,PCS,C,C09,1,150,150,150
L92,11423,A15,C38,B24,PCS,D,C06,1,81,81,81
L19,10647,A11,C38,B23,PCS,D,C06,1,17,17,17
L99,14113,A19,C40,B21,PCS,C,C04,2,127,9,136
L26,13321,A19,C35,B23,PCS,D,C03,1,173,173,173
L57,14590,A17,C40,B30,PCS,D,C05,1,958,958,958
L72,18317,A17,C36,B26,PCS,D,C02,1,935,935,935
L81,16113,A12,C32,B26,PCS,D,C10,2,982,533,1515
L26,13279,A13,C31,B28,PCS,D,C08,1,295,295,295
L37,10018,A11,C39,B22,PCS,D,C07,2,923,448,1371
L43,12512,A13,C36,B30,PCS,D,C07,1,790,790,790
L71,12734,A17,C35,B27,PCS,C,C08,1,801,801,801
L71,14266,A20,C37,B21,PCS,D,C04,1,253,253,253
L73,12156,A18,C32,B20,PCS,C,C01,2,978,557,1535
L78,11516,A15,C37,B24,PCS,C,C10,1,562,562,562
L80,10389,A16,C38,B30,PCS,C,C10,1,670,670,670
L89,10824,A17,C34,B22,PCS,D,C06,1,715,715,715
L90,19150,A17,C37,B28,PCS,C,C04,2,864,4,868
L92,10179,A11,C33,B30,PCS,D,C01,4,823,78,2102
L35,10692,A16,C33,B25,PCS,D,C02,1,795,795,795
L52,19987,A18,C36,B26,PCS,D,C04,2,742,732,1474
L62,11689,A12,C30,B24,PCS,D,C01,2,848,364,1212
L72,18259,A15,C30,B25,PCS,D,C02,1,758,758,758
L72,13374,A15,C30,B20,PCS,D,C04,2,468,228,696
L10,16461,A10,C38,B28,PCS,C,C06,2,953,337,1290
